Unnamed: 0,Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision,Gender_encoded,RecruitmentStrategy_encoded,EducationLevel_encoded
6,48,Female,Bachelor,6,1,17.291229200972435,24,52,64,Agency,0,0,0,1
7,40,Female,PhD,13,3,10.586810869513323,6,3,92,Agency,0,0,0,3
12,30,Female,Master,12,5,5.2132183077925545,96,46,78,Agency,1,0,0,2
22,21,Female,Bachelor,7,4,26.903858259878053,91,0,38,Agency,0,0,0,1
33,41,Female,Master,13,4,27.61114374280969,33,89,91,Agency,1,0,0,2
46,49,Female,Master,2,1,7.070745275248607,67,100,99,Agency,0,0,0,2
52,42,Female,Bachelor,1,5,13.440951350996594,76,98,47,Agency,0,0,0,1
62,37,Female,Bachelor,10,5,43.80005374465764,65,45,5,Agency,0,0,0,1
66,33,Female,Master,3,5,4.485971291686473,69,56,17,Agency,0,0,0,2
67,37,Female,Bachelor,10,3,45.67023645439935,60,13,86,Agency,0,0,0,1
82,22,Female,Bachelor,5,1,9.979989072004797,29,79,40,Agency,0,0,0,1
95,41,Female,Bachelor,11,3,24.31266407639177,76,2,4,Agency,0,0,0,1
104,23,Female,High School,4,3,6.028136604172218,90,12,7,Agency,0,0,0,0
111,42,Female,High School,10,4,31.860979149722905,52,59,2,Agency,0,0,0,0
114,49,Female,Bachelor,3,2,21.21208210535196,24,62,83,Agency,0,0,0,1
124,44,Female,High School,6,3,11.073196052676646,88,6,45,Agency,0,0,0,0
131,34,Female,Master,3,2,28.366234216974306,55,3,81,Agency,0,0,0,2
149,20,Female,Master,10,5,38.308981927613615,85,20,92,Agency,1,0,0,2
174,22,Female,High School,6,4,48.60478258264619,42,70,93,Agency,0,0,0,0
183,45,Female,Bachelor,14,5,2.869849520439865,74,63,8,Agency,0,0,0,1
185,50,Female,Bachelor,8,4,21.15156556413683,97,38,14,Agency,0,0,0,1
194,47,Female,High School,1,2,5.961479804732338,26,1,77,Agency,0,0,0,0
203,49,Female,Bachelor,15,3,16.515355789584873,24,83,33,Agency,0,0,0,1
211,23,Female,Bachelor,10,2,21.25742768392033,98,63,50,Agency,0,0,0,1
240,20,Female,Bachelor,4,5,30.26484141671557,1,97,19,Agency,0,0,0,1
248,22,Female,Bachelor,9,5,26.72448011560194,62,63,36,Agency,0,0,0,1
251,27,Female,High School,11,2,18.98599309551348,91,67,25,Agency,0,0,0,0
260,43,Female,Bachelor,14,4,44.18205262085781,81,20,14,Agency,0,0,0,1
276,22,Female,Bachelor,10,5,31.753231492890563,82,40,75,Agency,0,0,0,1
280,43,Female,Master,11,3,49.66304415152459,60,79,68,Agency,1,0,0,2
286,47,Female,Bachelor,5,1,1.3571040884122525,21,53,79,Agency,0,0,0,1
290,20,Female,Master,5,1,23.511814333630863,29,24,22,Agency,0,0,0,2
295,40,Female,Bachelor,4,2,7.232371449640667,68,81,92,Agency,0,0,0,1
303,43,Female,Bachelor,12,4,21.720419885924755,23,37,62,Agency,0,0,0,1
306,50,Female,PhD,2,2,15.51275526862647,53,77,86,Agency,0,0,0,3
309,24,Female,High School,4,4,31.47529455024916,79,88,51,Agency,0,0,0,0
314,30,Female,Bachelor,10,5,26.48282254018803,34,51,51,Agency,0,0,0,1
317,35,Female,High School,6,5,25.37031515504038,36,75,41,Agency,0,0,0,0
319,28,Female,PhD,4,3,3.861834675840469,57,100,68,Agency,0,0,0,3
335,39,Female,High School,9,1,18.88773816468571,31,8,83,Agency,0,0,0,0
339,20,Female,Bachelor,6,1,44.48406616718314,0,38,82,Agency,0,0,0,1
342,37,Female,Bachelor,0,2,20.645466780244664,80,44,99,Agency,0,0,0,1
365,20,Female,Master,5,4,3.8870539733518,38,60,64,Agency,0,0,0,2
376,38,Female,Master,15,5,1.683084273530471,82,85,9,Agency,1,0,0,2
386,39,Female,High School,11,2,10.375222855949016,65,94,86,Agency,0,0,0,0
387,30,Female,Bachelor,1,4,38.52992283720632,29,40,52,Agency,0,0,0,1
412,20,Female,Bachelor,6,5,42.87247975417309,84,81,92,Agency,1,0,0,1
424,20,Female,Bachelor,10,1,3.395693395666687,55,66,82,Agency,0,0,0,1
430,42,Female,High School,0,3,39.96825851675599,62,92,23,Agency,0,0,0,0
435,25,Female,PhD,14,4,1.1354074910226044,50,59,12,Agency,0,0,0,3
440,46,Female,Bachelor,1,5,25.6046005175049,97,91,47,Agency,0,0,0,1
446,47,Female,Bachelor,12,2,21.869581200305017,35,14,10,Agency,0,0,0,1
477,20,Female,PhD,8,3,10.14322633774362,19,53,82,Agency,1,0,0,3
495,37,Female,Master,0,4,27.573962314091045,94,92,18,Agency,0,0,0,2
502,29,Female,High School,11,5,26.913986034435556,27,80,10,Agency,0,0,0,0
504,45,Female,High School,5,1,9.707834619769816,95,50,14,Agency,0,0,0,0
506,27,Female,Bachelor,6,3,36.72298419428909,60,7,53,Agency,0,0,0,1
514,29,Female,Bachelor,14,1,3.6359883167250575,76,79,38,Agency,0,0,0,1
531,33,Female,Bachelor,11,3,13.590338302544074,53,31,83,Agency,0,0,0,1
534,31,Female,Master,7,3,44.30918544345148,8,65,80,Agency,1,0,0,2
536,42,Female,Bachelor,14,2,15.8268794810131,86,60,9,Agency,0,0,0,1
561,47,Female,Bachelor,10,5,23.696306821089795,45,42,88,Agency,0,0,0,1
563,20,Female,High School,13,5,29.608598089188487,18,56,80,Agency,0,0,0,0
573,32,Female,High School,10,4,4.7480021735006535,73,86,50,Agency,0,0,0,0
597,45,Female,Bachelor,12,5,20.89801731903786,74,43,34,Agency,0,0,0,1
599,49,Female,Master,6,2,17.911548365864242,25,46,45,Agency,0,0,0,2
612,41,Female,Bachelor,11,4,7.984618630146933,88,32,1,Agency,0,0,0,1
614,44,Female,PhD,14,1,49.6396850828222,65,2,100,Agency,0,0,0,3
619,35,Female,Bachelor,0,4,26.052011849230173,34,69,90,Agency,0,0,0,1
628,31,Female,Master,9,5,32.55246966351103,58,40,38,Agency,0,0,0,2
631,38,Female,Master,5,3,26.701168493825488,95,75,20,Agency,0,0,0,2
638,24,Female,Master,10,1,37.37261956430603,54,17,0,Agency,0,0,0,2
640,36,Female,High School,15,4,10.472171658370138,98,26,76,Agency,0,0,0,0
643,49,Female,Bachelor,10,3,20.829528719316485,74,59,8,Agency,0,0,0,1
652,26,Female,Master,9,3,49.32794592775716,74,96,63,Agency,1,0,0,2
653,23,Female,Bachelor,11,2,23.036952054213177,40,38,5,Agency,0,0,0,1
664,21,Female,Bachelor,6,2,31.9873927245783,41,93,51,Agency,0,0,0,1
672,43,Female,High School,8,2,4.539571800558722,91,47,34,Agency,0,0,0,0
674,32,Female,Master,2,2,41.45974018283706,94,83,52,Agency,0,0,0,2
675,23,Female,Bachelor,5,5,34.6415844960215,2,94,98,Agency,0,0,0,1
683,46,Female,Master,11,3,11.495902287402576,61,85,51,Agency,0,0,0,2
687,37,Female,Bachelor,12,5,32.061326524008365,36,77,81,Agency,0,0,0,1
699,20,Female,Bachelor,6,2,18.538881150515607,43,17,13,Agency,0,0,0,1
712,37,Female,Bachelor,4,1,44.937326183846494,72,65,43,Agency,0,0,0,1
715,36,Female,Bachelor,5,4,11.281074384967054,72,94,43,Agency,0,0,0,1
719,45,Female,Bachelor,2,1,35.19875649575707,76,56,31,Agency,0,0,0,1
739,44,Female,Bachelor,5,5,19.29496493089038,14,21,52,Agency,0,0,0,1
747,22,Female,Bachelor,15,5,26.526013064942237,61,87,63,Agency,0,0,0,1
749,23,Female,Bachelor,15,5,22.239167076209316,15,98,29,Agency,0,0,0,1
750,37,Female,PhD,10,5,18.08744211629637,65,30,48,Agency,0,0,0,3
751,36,Female,Bachelor,3,3,10.1711821748978,80,76,40,Agency,0,0,0,1
760,32,Female,Bachelor,2,5,43.85484698049579,79,44,4,Agency,0,0,0,1
774,46,Female,Bachelor,4,4,44.7842563793053,22,76,87,Agency,0,0,0,1
775,38,Female,Bachelor,2,1,14.57154321380266,77,43,43,Agency,0,0,0,1
798,39,Female,Master,9,3,34.94436685943925,65,86,17,Agency,0,0,0,2
799,46,Female,PhD,2,2,12.839879272809007,21,44,34,Agency,0,0,0,3
823,31,Female,Bachelor,7,1,37.37385389982483,35,54,14,Agency,0,0,0,1
828,36,Female,Bachelor,11,4,4.159154843011325,48,69,93,Agency,0,0,0,1
841,24,Female,Bachelor,3,2,20.51477736063853,100,43,54,Agency,0,0,0,1
849,20,Female,Bachelor,1,4,2.440059027325935,38,6,47,Agency,0,0,0,1
855,44,Female,Bachelor,6,1,32.09903950469371,15,65,40,Agency,0,0,0,1
885,28,Female,PhD,13,5,3.6453716635332194,11,6,59,Agency,0,0,0,3
893,50,Female,Bachelor,10,1,15.549969478233155,11,92,49,Agency,0,0,0,1
894,47,Female,Bachelor,14,2,44.44795525104481,20,98,51,Agency,0,0,0,1
903,31,Female,Bachelor,7,3,42.58623156525449,95,62,59,Agency,0,0,0,1
904,32,Female,PhD,9,2,24.159971815446024,48,92,56,Agency,0,0,0,3
915,23,Female,High School,9,3,3.540129484447112,22,75,94,Agency,0,0,0,0
929,41,Female,PhD,15,1,49.11064550579724,89,29,67,Agency,1,0,0,3
932,35,Female,Bachelor,6,1,24.981254837222902,79,92,85,Agency,1,0,0,1
937,29,Female,Master,6,4,26.45789827813013,14,51,14,Agency,0,0,0,2
961,50,Female,Bachelor,7,4,7.080262967402855,63,73,6,Agency,0,0,0,1
992,41,Female,High School,7,2,36.06817801552207,75,100,16,Agency,0,0,0,0
1001,44,Female,Master,13,3,34.366592483384665,6,56,60,Agency,0,0,0,2
1016,25,Female,Master,7,2,2.567133442943336,75,91,96,Agency,1,0,0,2
1024,40,Female,Bachelor,12,4,34.463289792182884,43,100,93,Agency,0,0,0,1
1051,45,Female,Bachelor,5,2,23.663373037751068,57,56,60,Agency,0,0,0,1
1066,46,Female,Bachelor,14,3,28.70938255023956,96,79,17,Agency,0,0,0,1
1090,46,Female,High School,6,4,10.221759529213248,72,27,95,Agency,0,0,0,0
1092,50,Female,Master,12,1,14.79744140785938,52,9,61,Agency,0,0,0,2
1112,29,Female,Bachelor,8,3,26.960348730173006,81,53,80,Agency,1,0,0,1
1120,40,Female,Bachelor,10,1,7.361244346850537,67,24,70,Agency,0,0,0,1
1121,21,Female,Master,8,2,46.734728016852856,73,62,33,Agency,1,0,0,2
1128,38,Female,High School,0,5,6.503688009052859,69,50,86,Agency,0,0,0,0
1133,35,Female,Master,8,5,37.37682136150713,88,4,46,Agency,0,0,0,2
1168,21,Female,High School,13,2,1.792592111593815,37,73,69,Agency,0,0,0,0
1191,27,Female,Master,13,2,13.053217292836832,42,58,44,Agency,0,0,0,2
1198,50,Female,High School,3,3,10.950564720759411,30,54,58,Agency,0,0,0,0
1202,45,Female,Bachelor,9,2,8.062184901327868,54,7,80,Agency,0,0,0,1
1206,43,Female,Bachelor,3,2,31.546319374173898,14,87,59,Agency,0,0,0,1
1209,45,Female,Bachelor,5,2,27.085590068345915,77,54,51,Agency,0,0,0,1
1218,33,Female,Master,7,5,35.62570063805965,38,16,28,Agency,0,0,0,2
1243,36,Female,PhD,0,2,18.70770983797475,69,17,4,Agency,0,0,0,3
1245,39,Female,PhD,6,2,20.53467685504744,85,12,48,Agency,0,0,0,3
1258,34,Female,Bachelor,15,4,15.358238256527873,97,55,92,Agency,1,0,0,1
1269,45,Female,High School,14,3,10.528802325859692,0,20,61,Agency,0,0,0,0
1282,25,Female,Master,11,4,39.75409001695596,56,58,2,Agency,0,0,0,2
1285,35,Female,Bachelor,1,4,43.47349507918312,71,5,30,Agency,0,0,0,1
1287,49,Female,PhD,8,2,41.19299431244113,46,78,80,Agency,1,0,0,3
1295,28,Female,Master,8,4,5.257181827804107,64,58,76,Agency,1,0,0,2
1298,38,Female,High School,10,2,49.22160897839904,31,3,46,Agency,0,0,0,0
1299,50,Female,Bachelor,13,3,36.89352902759643,2,85,3,Agency,0,0,0,1
1329,24,Female,Master,5,2,4.83616997280114,32,16,9,Agency,0,0,0,2
1340,34,Female,Bachelor,1,4,22.075559125514527,87,30,39,Agency,0,0,0,1
1364,27,Female,Master,3,2,46.981745401403714,52,16,22,Agency,0,0,0,2
1370,28,Female,High School,0,5,32.47118555585503,6,8,5,Agency,0,0,0,0
1386,37,Female,High School,9,5,6.312285423478025,42,91,36,Agency,1,0,0,0
1403,28,Female,Bachelor,15,4,43.45218795892984,62,75,86,Agency,0,0,0,1
1405,33,Female,Bachelor,11,3,46.93736524021257,64,43,14,Agency,0,0,0,1
1415,45,Female,PhD,9,2,15.962420963008022,60,25,4,Agency,1,0,0,3
1427,33,Female,Master,2,1,45.37208453762439,56,90,100,Agency,0,0,0,2
1442,33,Female,Bachelor,14,5,34.292888310813865,1,61,9,Agency,0,0,0,1
1454,27,Female,High School,15,3,22.549393632859527,46,84,32,Agency,1,0,0,0
1483,20,Female,High School,4,2,32.10045944044903,67,69,36,Agency,1,0,0,0
1495,48,Female,Bachelor,3,4,9.183783186486393,66,3,80,Agency,1,0,0,1
