Unnamed: 0,Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision,Gender_encoded,RecruitmentStrategy_encoded,EducationLevel_encoded
2,48,Female,Bachelor,3,2,9.920804828174788,20,67,13,Online,0,0,1,1
4,30,Female,High School,6,1,43.10534312417558,23,52,85,Online,0,0,1,0
11,42,Female,Master,5,5,43.5702873945737,70,73,56,Online,0,0,1,2
13,30,Female,High School,7,5,18.804654258321083,70,55,81,Online,0,0,1,0
15,40,Female,Master,12,5,14.706018190960034,10,17,29,Online,0,0,1,2
23,43,Female,High School,9,3,38.40080383497012,56,2,71,Online,0,0,1,0
26,25,Female,Bachelor,9,4,47.42984407653192,82,82,44,Online,0,0,1,1
29,40,Female,Bachelor,5,5,14.25406421692863,87,32,11,Online,0,0,1,1
35,31,Female,Bachelor,4,1,6.068992123493176,74,13,43,Online,0,0,1,1
50,38,Female,Bachelor,2,1,25.36060034609569,15,25,92,Online,0,0,1,1
54,44,Female,Bachelor,7,1,14.981815924660312,80,87,68,Online,1,0,1,1
56,24,Female,High School,5,5,37.40061288980987,43,28,53,Online,0,0,1,0
57,38,Female,High School,5,1,41.65738275839925,18,59,41,Online,0,0,1,0
63,23,Female,Master,12,3,38.4976840901204,40,48,6,Online,0,0,1,2
64,44,Female,High School,14,5,41.25584256580888,74,21,36,Online,0,0,1,0
72,21,Female,Bachelor,2,1,44.12448109491505,28,11,43,Online,0,0,1,1
74,47,Female,Bachelor,2,2,43.6106195600837,18,50,34,Online,0,0,1,1
77,26,Female,Bachelor,13,4,32.17595975870772,69,32,59,Online,0,0,1,1
80,27,Female,Bachelor,5,2,34.6377993123462,60,69,7,Online,0,0,1,1
84,36,Female,Bachelor,10,5,23.878766612521588,72,88,95,Online,1,0,1,1
89,21,Female,High School,15,3,43.28336745493857,17,9,25,Online,0,0,1,0
91,25,Female,Bachelor,8,3,13.767667511445074,91,73,57,Online,0,0,1,1
97,50,Female,PhD,12,4,21.1153520691186,83,51,31,Online,1,0,1,3
102,29,Female,Bachelor,8,2,48.188905568418456,77,86,10,Online,0,0,1,1
107,35,Female,Bachelor,5,2,44.03994684577475,92,96,31,Online,0,0,1,1
108,34,Female,Bachelor,2,5,18.309844334016383,35,68,87,Online,0,0,1,1
120,34,Female,Bachelor,0,1,26.86047138467647,5,17,24,Online,0,0,1,1
121,40,Female,Bachelor,0,5,43.40907491399736,20,95,60,Online,0,0,1,1
122,43,Female,High School,12,2,35.25872566388903,76,55,43,Online,0,0,1,0
130,48,Female,Bachelor,9,2,9.595627886355215,13,51,79,Online,0,0,1,1
134,44,Female,Master,13,5,16.86944250139426,20,32,87,Online,0,0,1,2
141,43,Female,Bachelor,0,5,27.641351870069716,7,38,14,Online,0,0,1,1
143,30,Female,Bachelor,1,4,35.74591898907538,2,89,57,Online,0,0,1,1
144,38,Female,Bachelor,10,5,1.527556122509493,88,32,34,Online,0,0,1,1
147,22,Female,High School,2,2,18.292942898763464,65,19,15,Online,0,0,1,0
150,46,Female,Bachelor,4,2,41.10191351414343,73,44,86,Online,0,0,1,1
151,24,Female,High School,14,4,9.029684752165428,81,89,44,Online,0,0,1,0
157,26,Female,Bachelor,12,1,43.248542682005066,4,11,93,Online,0,0,1,1
159,27,Female,Bachelor,8,4,34.48772256091239,76,72,26,Online,0,0,1,1
160,31,Female,Bachelor,10,1,21.11865253612338,26,2,46,Online,0,0,1,1
164,42,Female,Bachelor,11,3,19.64999177834315,62,15,96,Online,0,0,1,1
168,24,Female,High School,8,5,50.77554840079332,62,97,11,Online,0,0,1,0
169,22,Female,Bachelor,9,3,23.513840522079537,77,96,19,Online,0,0,1,1
179,33,Female,Master,15,1,16.895233688664177,56,21,28,Online,0,0,1,2
184,42,Female,Bachelor,0,5,26.26826282529648,56,84,23,Online,0,0,1,1
201,48,Female,Bachelor,1,3,2.622553839533785,21,67,26,Online,0,0,1,1
205,42,Female,Bachelor,9,5,13.11285787923837,89,86,87,Online,1,0,1,1
206,26,Female,Master,1,5,11.174399727765628,71,50,20,Online,0,0,1,2
209,30,Female,Bachelor,2,4,3.3496250501558738,47,55,64,Online,0,0,1,1
210,48,Female,Bachelor,3,1,17.940651080242407,69,99,2,Online,0,0,1,1
216,41,Female,PhD,2,3,38.04346341926089,57,96,73,Online,0,0,1,3
217,47,Female,Bachelor,9,2,28.12866634829778,75,26,92,Online,0,0,1,1
218,21,Female,High School,5,3,33.67933850222099,37,44,58,Online,0,0,1,0
231,49,Female,Bachelor,5,2,48.6972606246888,40,11,70,Online,0,0,1,1
239,20,Female,Bachelor,5,1,15.11569171053601,59,85,98,Online,0,0,1,1
245,39,Female,PhD,4,2,26.39743459532041,69,32,75,Online,0,0,1,3
247,28,Female,High School,12,4,16.535766415572372,55,79,84,Online,0,0,1,0
249,26,Female,PhD,10,4,43.841767486158815,74,63,5,Online,1,0,1,3
254,49,Female,Bachelor,7,4,23.178167274925137,46,42,90,Online,0,0,1,1
262,46,Female,Bachelor,1,5,22.34291643975448,1,8,48,Online,0,0,1,1
267,36,Female,High School,10,4,12.035629297220934,70,43,41,Online,0,0,1,0
268,49,Female,High School,9,5,8.922401859495299,37,44,46,Online,0,0,1,0
271,39,Female,Master,3,4,16.569096994629216,4,17,13,Online,0,0,1,2
292,38,Female,PhD,4,1,18.59424171735032,23,54,92,Online,0,0,1,3
300,23,Female,Master,1,2,3.3529189730009445,54,56,41,Online,0,0,1,2
304,46,Female,High School,14,2,47.79130667014114,76,40,67,Online,0,0,1,0
305,36,Female,Bachelor,3,5,23.852982963288817,23,6,26,Online,0,0,1,1
318,20,Female,Bachelor,8,2,48.26858248073889,80,16,3,Online,0,0,1,1
326,39,Female,Master,12,5,17.21644395684833,2,4,3,Online,0,0,1,2
329,23,Female,Bachelor,15,3,36.45007556631898,13,2,20,Online,0,0,1,1
330,38,Female,Bachelor,6,5,30.381349330755437,75,98,69,Online,1,0,1,1
331,45,Female,PhD,15,4,42.029589466207405,46,32,42,Online,0,0,1,3
336,26,Female,Bachelor,0,1,4.195047102418691,41,81,27,Online,0,0,1,1
341,26,Female,High School,0,5,36.64411846723682,1,99,72,Online,0,0,1,0
344,20,Female,PhD,12,2,18.3596083781106,70,55,48,Online,0,0,1,3
348,44,Female,Bachelor,12,2,34.985238928841696,21,68,22,Online,0,0,1,1
349,37,Female,Master,2,3,29.5090815877347,33,13,33,Online,0,0,1,2
350,42,Female,Master,6,2,31.509800449291724,48,66,68,Online,1,0,1,2
351,50,Female,Bachelor,5,3,48.11857197342073,0,22,14,Online,0,0,1,1
353,29,Female,High School,5,5,2.202061868321891,83,60,2,Online,0,0,1,0
354,22,Female,High School,4,3,27.70698480678486,52,22,82,Online,0,0,1,0
366,35,Female,Bachelor,8,1,43.2506118577888,72,85,8,Online,0,0,1,1
367,49,Female,Bachelor,12,5,3.9525072229135976,5,80,16,Online,0,0,1,1
372,42,Female,Bachelor,15,5,34.4001625371507,68,51,30,Online,0,0,1,1
373,28,Female,Bachelor,13,1,7.666340817128757,15,1,25,Online,0,0,1,1
374,28,Female,Bachelor,3,2,43.59229629194439,0,95,22,Online,0,0,1,1
379,22,Female,Master,0,2,12.98228924787783,63,7,63,Online,0,0,1,2
383,43,Female,Master,1,2,40.832243450756906,71,11,73,Online,0,0,1,2
