Unnamed: 0,Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision,Gender_encoded,RecruitmentStrategy_encoded,EducationLevel_encoded
0,26,Male,Bachelor,0,3,26.78382755385365,48,78,91,Referral,1,1,2,1
8,26,Male,Master,6,5,28.77486400848157,80,78,51,Referral,1,1,2,2
14,43,Male,Bachelor,3,3,35.019220688126104,23,22,98,Referral,0,1,2,1
17,27,Male,PhD,1,5,37.993391330020174,11,34,41,Referral,0,1,2,3
25,49,Male,Bachelor,12,4,36.21676579785903,22,36,76,Referral,1,1,2,1
32,45,Male,PhD,11,5,5.635740540513495,11,92,30,Referral,1,1,2,3
40,50,Male,Master,0,1,9.72949256235932,30,2,50,Referral,0,1,2,2
41,29,Male,Master,10,4,36.37131375809662,1,86,6,Referral,1,1,2,2
45,34,Male,Bachelor,10,1,7.205368385688869,33,20,82,Referral,1,1,2,1
53,39,Male,Bachelor,11,1,21.394480425364,36,37,62,Referral,1,1,2,1
59,40,Male,Bachelor,10,5,39.72097473031516,7,64,89,Referral,1,1,2,1
61,26,Male,Bachelor,6,5,26.33428954270014,100,18,28,Referral,1,1,2,1
65,47,Male,Bachelor,5,1,7.842258329317841,87,77,52,Referral,1,1,2,1
70,45,Male,Master,3,2,37.23481271309122,82,96,0,Referral,1,1,2,2
86,37,Male,Bachelor,8,3,40.150011567360096,96,96,83,Referral,1,1,2,1
87,27,Male,Bachelor,0,3,38.50766147157562,64,76,13,Referral,0,1,2,1
90,49,Male,Bachelor,5,1,6.711856929569792,9,87,69,Referral,1,1,2,1
98,37,Male,Bachelor,3,5,22.24767595312152,64,33,79,Referral,0,1,2,1
101,21,Male,Bachelor,9,3,28.375894202999724,81,82,53,Referral,1,1,2,1
109,27,Male,High School,15,4,33.68933755622308,100,66,27,Referral,1,1,2,0
119,37,Male,Master,11,3,15.23001911523405,35,59,91,Referral,1,1,2,2
125,47,Male,Bachelor,0,2,14.260426849841457,25,96,13,Referral,0,1,2,1
128,32,Male,Bachelor,2,3,21.95680872210275,83,71,13,Referral,1,1,2,1
148,22,Male,Bachelor,3,1,2.760758676276175,78,15,7,Referral,0,1,2,1
152,29,Male,High School,8,3,27.86702484215906,21,86,94,Referral,1,1,2,0
162,20,Male,Master,2,3,32.27390302123307,23,8,5,Referral,0,1,2,2
163,35,Male,Master,7,5,8.742878703941063,66,50,54,Referral,1,1,2,2
165,42,Male,PhD,0,1,11.451851869296114,93,87,43,Referral,1,1,2,3
167,43,Male,Bachelor,8,3,48.21044191730538,47,2,15,Referral,0,1,2,1
171,27,Male,Bachelor,3,3,23.141468519216208,27,72,63,Referral,1,1,2,1
173,46,Male,Master,7,4,11.300283927601994,92,1,92,Referral,1,1,2,2
177,24,Male,Master,6,1,42.93044437669811,48,88,96,Referral,1,1,2,2
187,26,Male,Bachelor,4,4,32.05931610970416,73,71,12,Referral,1,1,2,1
188,46,Male,Bachelor,10,2,7.037331794834006,69,41,90,Referral,1,1,2,1
192,45,Male,Bachelor,10,2,25.405877171686747,42,88,71,Referral,1,1,2,1
198,26,Male,Bachelor,0,4,32.37339493830364,64,69,80,Referral,1,1,2,1
199,36,Male,Bachelor,10,2,47.18324187748264,5,16,39,Referral,0,1,2,1
212,32,Male,Bachelor,14,2,12.950726733297168,64,7,78,Referral,1,1,2,1
213,26,Male,Bachelor,12,3,32.44364484940877,59,80,94,Referral,1,1,2,1
220,32,Male,Master,6,3,30.652809498367883,11,85,28,Referral,1,1,2,2
222,44,Male,Bachelor,10,1,7.66722336581852,38,95,59,Referral,1,1,2,1
225,47,Male,Bachelor,2,2,47.2154783526279,35,36,80,Referral,0,1,2,1
230,49,Male,High School,12,2,6.911919623607026,17,54,55,Referral,1,1,2,0
253,28,Male,PhD,9,4,36.86813765181834,37,91,72,Referral,1,1,2,3
257,38,Male,Bachelor,11,5,24.77318030845602,70,51,30,Referral,1,1,2,1
263,41,Male,Master,1,2,6.557543989165592,83,8,42,Referral,1,1,2,2
275,21,Male,Bachelor,12,4,33.54166107807425,0,5,33,Referral,0,1,2,1
277,36,Male,PhD,5,3,9.783604997795535,1,54,96,Referral,1,1,2,3
279,36,Male,PhD,3,5,36.76905085893276,19,58,19,Referral,1,1,2,3
283,36,Male,Bachelor,6,4,4.765071679923487,87,81,6,Referral,1,1,2,1
287,41,Male,High School,1,3,23.83652964429201,19,60,51,Referral,0,1,2,0
