Unnamed: 0,Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision,Gender_encoded,RecruitmentStrategy_encoded,EducationLevel_encoded
3,34,Male,Bachelor,5,2,6.407750728667837,36,27,70,Agency,0,1,0,1
6,48,Female,Bachelor,6,1,17.291229200972435,24,52,64,Agency,0,0,0,1
7,40,Female,PhD,13,3,10.586810869513323,6,3,92,Agency,0,0,0,3
9,45,Male,Bachelor,2,5,30.195964463056768,92,16,94,Agency,0,1,0,1
12,30,Female,Master,12,5,5.2132183077925545,96,46,78,Agency,1,0,0,2
22,21,Female,Bachelor,7,4,26.903858259878053,91,0,38,Agency,0,0,0,1
27,21,Male,Bachelor,0,4,37.93717548079651,100,28,87,Agency,0,1,0,1
33,41,Female,Master,13,4,27.61114374280969,33,89,91,Agency,1,0,0,2
46,49,Female,Master,2,1,7.070745275248607,67,100,99,Agency,0,0,0,2
47,49,Male,Bachelor,9,2,37.05661786784118,74,42,8,Agency,0,1,0,1
52,42,Female,Bachelor,1,5,13.440951350996594,76,98,47,Agency,0,0,0,1
58,26,Male,Bachelor,9,1,13.873948807186242,70,66,44,Agency,0,1,0,1
62,37,Female,Bachelor,10,5,43.80005374465764,65,45,5,Agency,0,0,0,1
66,33,Female,Master,3,5,4.485971291686473,69,56,17,Agency,0,0,0,2
67,37,Female,Bachelor,10,3,45.67023645439935,60,13,86,Agency,0,0,0,1
82,22,Female,Bachelor,5,1,9.979989072004797,29,79,40,Agency,0,0,0,1
95,41,Female,Bachelor,11,3,24.31266407639177,76,2,4,Agency,0,0,0,1
99,45,Male,Master,0,5,20.14415736420917,51,48,0,Agency,0,1,0,2
104,23,Female,High School,4,3,6.028136604172218,90,12,7,Agency,0,0,0,0
106,50,Male,PhD,10,5,31.8356353823388,54,97,39,Agency,0,1,0,3
111,42,Female,High School,10,4,31.860979149722905,52,59,2,Agency,0,0,0,0
114,49,Female,Bachelor,3,2,21.21208210535196,24,62,83,Agency,0,0,0,1
124,44,Female,High School,6,3,11.073196052676646,88,6,45,Agency,0,0,0,0
131,34,Female,Master,3,2,28.366234216974306,55,3,81,Agency,0,0,0,2
137,43,Male,Bachelor,15,3,6.118354229160466,15,97,12,Agency,0,1,0,1
139,31,Male,Bachelor,15,5,46.31167597175693,28,0,55,Agency,0,1,0,1
149,20,Female,Master,10,5,38.308981927613615,85,20,92,Agency,1,0,0,2
174,22,Female,High School,6,4,48.60478258264619,42,70,93,Agency,0,0,0,0
182,24,Male,Bachelor,15,3,16.090468483134686,63,31,76,Agency,0,1,0,1
183,45,Female,Bachelor,14,5,2.869849520439865,74,63,8,Agency,0,0,0,1
185,50,Female,Bachelor,8,4,21.15156556413683,97,38,14,Agency,0,0,0,1
191,34,Male,Bachelor,7,2,23.263701238235228,75,24,70,Agency,0,1,0,1
194,47,Female,High School,1,2,5.961479804732338,26,1,77,Agency,0,0,0,0
202,23,Male,Bachelor,13,3,12.779411412233877,87,93,0,Agency,0,1,0,1
203,49,Female,Bachelor,15,3,16.515355789584873,24,83,33,Agency,0,0,0,1
207,32,Male,Master,5,1,48.727692120875,50,81,32,Agency,0,1,0,2
211,23,Female,Bachelor,10,2,21.25742768392033,98,63,50,Agency,0,0,0,1
229,39,Male,High School,8,4,34.18713693126935,12,30,10,Agency,0,1,0,0
234,42,Male,Bachelor,6,3,34.701893371247834,23,71,68,Agency,0,1,0,1
240,20,Female,Bachelor,4,5,30.26484141671557,1,97,19,Agency,0,0,0,1
241,44,Male,Master,8,1,13.820651384947093,14,18,14,Agency,0,1,0,2
248,22,Female,Bachelor,9,5,26.72448011560194,62,63,36,Agency,0,0,0,1
251,27,Female,High School,11,2,18.98599309551348,91,67,25,Agency,0,0,0,0
260,43,Female,Bachelor,14,4,44.18205262085781,81,20,14,Agency,0,0,0,1
276,22,Female,Bachelor,10,5,31.753231492890563,82,40,75,Agency,0,0,0,1
280,43,Female,Master,11,3,49.66304415152459,60,79,68,Agency,1,0,0,2
286,47,Female,Bachelor,5,1,1.3571040884122525,21,53,79,Agency,0,0,0,1
290,20,Female,Master,5,1,23.511814333630863,29,24,22,Agency,0,0,0,2
294,21,Male,High School,12,2,27.077549195548357,35,82,14,Agency,0,1,0,0
295,40,Female,Bachelor,4,2,7.232371449640667,68,81,92,Agency,0,0,0,1
299,42,Male,Bachelor,4,5,4.960657500418541,94,17,13,Agency,0,1,0,1
303,43,Female,Bachelor,12,4,21.720419885924755,23,37,62,Agency,0,0,0,1
306,50,Female,PhD,2,2,15.51275526862647,53,77,86,Agency,0,0,0,3
309,24,Female,High School,4,4,31.47529455024916,79,88,51,Agency,0,0,0,0
